Harness #,Shipped,Requested,Type,AWG,Wire Lot,Length (Meters),Cut,Cutter,Stripped,Stripper,45pin paddle code,15pin paddle code,Soldered,Solder,Solderer,Continuity + shorts,OK/NG,Repairs,Cleaned,Continuity,OK/NG,Repairs,Epoxy,Epoxy type,Epoxier,Continuity + shorts,OK/NG,Repairs,Lashing,Continuity + shorts,OK/NG,Visual inspection,Turned over,Repaired,Visual inspection 2,weeknum,Turned over 2,Notes,week of completion,,,,,,,,,,
1204,05-30-25,03-05-25,2.3 R1_G2,36,L222105,0.330,03-10-25,Doug,03-11-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-14-25,Sn63Pb37,Lucciana,04-14-25,OK ,,,,,,04-15-25,UR6060,Doug,04-16-25,OK ,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1205,05-30-25,03-05-25,2.3 R1_G2,36,L222105,0.330,03-10-25,Doug,03-11-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-14-25,Sn63Pb37,Lucciana,04-14-25,OK ,,,,,,04-15-25,UR6060,Doug,04-16-25,OK ,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1206,05-30-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-14-25,Sn63Pb37,Lucciana,04-14-25,OK ,,,,,,04-15-25,UR6060,Doug,04-16-25,OK ,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1207,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-21-25,Sn63Pb37,Stella,04-23-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1208,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-16-25,Sn63Pb37,Stella,04-16-25,OK ,,,,,,04-17-25,UR6060,Doug,04-19-25,OK,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1209,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-15-25,Sn63Pb37,Lucciana,04-15-25,OK ,,,,,,04-17-25,UR6060,Doug,04-21-25,OK ,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1210,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-17-25,Sn63Pb37,Shravya,04-17-25,OK,,,,,,04-22-25,UR6060,Lucciana,04-22-25,OK ,,04-23-25,04-25-25,OK ,OK ,04-25-25,,,53,,,,,,,,,,,,,
1211,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-15-25,Sn63Pb37,Felipe,04-15-25,OK ,,,,,,04-17-25,UR6060,Doug,04-21-25,OK ,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1212,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-15-25,Sn63Pb37,Felipe,04-15-25,OK ,,,,,,04-17-25,UR6060,Doug,04-19-25,OK,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1213,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-16-25,Sn63Pb37,Lucciana,04-16-25,OK ,,,,,,04-22-25,UR6060,Lucciana,04-22-25,OK ,,04-23-25,04-25-25,OK ,OK ,04-25-25,,,53,,,,,,,,,,,,,
1214,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-16-25,Sn63Pb37,Lucciana,04-16-25,OK ,,,,,,04-17-25,UR6060,Doug,04-19-25,OK,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1215,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-16-25,Sn63Pb37,Lucciana,04-16-25,OK ,,,,,,04-17-25,UR6060,Doug,04-19-25,OK,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1216,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-16-25,Sn63Pb37,Lucciana,04-16-25,OK ,,,,,,04-17-25,UR6060,Doug,04-19-25,OK,,04-21-25,04-21-25,OK,OK ,04-21-25,,,52,,,,,,,,,,,,,
1217,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-22-25,Sn63Pb37,Felipe,04-22-25,OK ,,,,,,04-23-25,UR6060,Doug,04-24-25,OK,,04-28-25,05-07-25,OK,OK ,05-07-25,,,55,,,,,,,,,,,,,
1218,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-22-25,Sn63Pb37,Felipe,04-22-25,OK ,,,,,,04-23-25,UR6060,Doug,04-24-25,OK,,04-28-25,05-07-25,OK,OK ,05-07-25,,,55,,,,,,,,,,,,,
1219,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-22-25,Sn63Pb37,Felipe,04-22-25,OK ,,,,,,04-23-25,UR6060,Doug,04-24-25,OK,,04-28-25,05-07-25,OK,OK ,05-07-25,,,55,,,,,,,,,,,,,
1220,06-06-25,03-12-25,2.3 R1_G2,36,L222105,0.330,03-17-25,Doug,03-18-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-21-25,Sn63Pb37,Stella,04-23-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1221,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-21-25,Sn63Pb37,Lucciana,04-21-25,OK ,,,,,,04-22-25,UR6060,Lucciana,04-22-25,OK ,,04-23-25,04-25-25,OK ,OK ,04-25-25,,,53,,,,,,,,,,,,,
1222,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-22-25,Sn63Pb37,Lucciana,04-22-25,OK ,,,,,,04-22-25,UR6060,Lucciana,04-22-25,OK ,,04-23-25,04-25-25,OK ,OK ,04-25-25,,,53,,,,,,,,,,,,,
1223,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-22-25,Sn63Pb37,Lucciana,04-22-25,OK ,,,,,,04-23-25,UR6060,Doug,04-24-25,OK,,04-28-25,05-07-25,OK,OK ,05-07-25,,,55,,,,,,,,,,,,,
1224,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-22-25,Sn63Pb37,Lucciana,04-22-25,OK ,,,,,,04-23-25,UR6060,Doug,04-24-25,OK,,04-28-25,05-07-25,OK ,OK ,05-07-25,,,55,,,,,,,,,,,,,
1225,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-22-25,Sn63Pb37,Lucciana,04-22-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1226,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_5,05-12-25,Sn63Pb37,Doug,05-13-25,OK ,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1227,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-24-25,Sn63Pb37,Felipe,04-24-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1228,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-24-25,Sn63Pb37,Felipe,04-24-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1229,,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,,,04-24-25,,Sashank,,,,,,,,,,,,,,,,,,,,,-6392,,Snapped a wire while trying to snip a solder ball on paddle A,,,,,,,,,,,
1230,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-24-25,Sn63Pb37,Felipe,04-24-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1231,06-06-25,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-24-25,Sn63Pb37,Lucciana,04-24-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1232,,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC427_11,04-24-25,Sn63Pb37,Lucciana,04-24-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1233,,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,Snapped a wire while trying to snip a solder ball on paddle B,,,,,,,,,,,
1234,,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-28-25,Sn63Pb37,Lucciana,04-28-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1235,,03-24-25,2.3 R1_G2,36,L222105,0.330,03-24-25,Doug,03-25-25,Doug/Caleb,W50336ASC426_3,W50336ASC440_1,04-25-25,Sn63Pb37,Sashank,04-25-25,OK ,,,,,,04-28-25,UR6060,Doug,04-30-25,OK ,,05-01-25,05-01-25,OK,OK ,05-01-25,,,54,,,,,,,,,,,,,
1236,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-28-25,Sn63Pb37,Lucciana,04-28-25,OK ,,,,,,05-05-25,UR6060,Doug,05-08-25,OK ,,05-13-25,05-15-25,OK,OK ,05-15-25,,,56,,,,,,,,,,,,,
1237,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-29-25,Sn63Pb37,Stella,04-29-25,OK ,,,,,,,,,,,,,,,,,,,-6392,,"Discovered kinked/damaged green wire, midway between A and BA on highest pin number on paddleboard channel.  Not Repairable (probably factory defect, since only green wire was affected and kink was extremely tight)  Enveloped and shelved. 5/08/'25  D.C.",,,,,,,,,,,
1238,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-30-25,Sn63Pb37,Lucciana,04-30-25,OK ,,,,,,05-12-25,UR6060,Doug,05-13-25,OK ,,05-15-25,05-16-25,OK,OK ,05-16-25,,,56,,,,,,,,,,,,,
1239,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-30-25,Sn63Pb37,Felipe,04-30-25,OK ,,,,,,05-15-25,UR6060,Doug/Jacob,05-15-25,OK ,,05-16-25,05-19-25,OK,OK ,05-19-25,,,56,,,,,,,,,,,,,
1240,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-30-25,Sn63Pb37,Felipe,04-30-25,OK ,,,,,,05-15-25,UR6060,Doug/Jacob,05-15-25,OK ,,05-16-25,05-19-25,OK,OK ,05-19-25,,,56,,,,,,,,,,,,,
1241,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-30-25,Sn63Pb37,Felipe,04-30-25,OK ,,,,,,05-15-25,UR6060,Doug/Jacob,05-15-25,OK ,,05-16-25,05-19-25,OK,OK ,05-19-25,,,56,,,,,,,,,,,,,
1242,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,lost,,,,,,,,,,,
1243,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-30-25,Sn63Pb37,Lucciana,04-30-25,OK ,,,,,,05-12-25,UR6060,Doug,05-13-25,OK,,05-15-25,05-16-25,OK,OK ,05-16-25,,,56,,,,,,,,,,,,,
1244,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,"Snapped wire on BB due to overworking during soldering (5/19/25, stella) ",,,,,,,,,,,
1245,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,04-28-25,,Sashank,04-28-25,OK,,,,,,05-12-25,UR6060,Doug,05-13-25,OK ,,05-15-25,05-16-25,OK,OK ,05-16-25,,,56,,,,,,,,,,,,,
1246,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-07-25,Sn63Pb37,Lucciana,05-07-25,OK ,,,,,,05-12-25,UR6060,Doug,,,,05-15-25,05-16-25,OK,OK ,05-16-25,,,56,,,,,,,,,,,,,
1247,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-07-25,Sn63Pb37,Lucciana,05-07-25,OK ,,,,,,05-12-25,UR6060,Doug,05-15-25,OK ,,05-16-25,05-19-25,OK,OK ,05-19-25,,,56,,,,,,,,,,,,,
1248,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-16-25,Sn63Pb37,Stella,05-16-25,OK ,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1249,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-07-25,Sn63Pb37,Lucciana,05-07-25,OK ,,,,,,05-12-25,UR6060,Doug,05-13-25,OK ,,05-15-25,05-16-25,OK,OK ,05-16-25,,,56,,,,,,,,,,,,,
1250,,03-26-25,2.3 R1_G2,36,L222105,0.330,03-31-25,Doug,04-01-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-07-25,Sn63Pb37,Lucciana,05-07-25,OK ,,,,,,05-12-25,UR6060,Doug,05-13-25,OK ,,05-15-25,05-16-25,OK,OK ,05-16-25,,,56,,,,,,,,,,,,,
1251,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,,W50336ASC427_5,05-22-25,Sn63Pb37,Jacob,05-22-25,OK,,,,,,05-23-25,UR6060,Stella,05-23-25,OK,,05-27-25,05-28-25,OK,OK ,05-29-25,,,58,,,,,,,,,,,,,
1252,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-15-25,Sn63Pb37,Felipe,05-15-25,OK ,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1253,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,,,,,Lucciana?,,,,,,,,05-15-25,UR6060,Doug/Jacob,05-15-25,OK ,,05-16-25,05-19-25,OK,OK ,05-19-25,,,56,,,,,,,,,,,,,
1254,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-15-25,Sn63Pb37,Felipe,05-15-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1255,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-15-25,Sn63Pb37,Felipe,05-15-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1256,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-15-25,Sn63Pb37,Jacob,05-15-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1257,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-15-25,Sn63Pb37,Doug,05-15-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1258,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-16-25,Sn63Pb37,Stella,05-16-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1259,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-16-25,Sn63Pb37,Felipe,05-16-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1260,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-16-25,Sn63Pb37,Stella,05-16-25,OK,,,,,,05-19-25,UR6060,Jacob,05-19-25,OK,,05-21-25,05-22-25,OK,OK ,05-22-25,,,57,,,,,,,,,,,,,
1261,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-19-25,Sn63Pb37,Lucciana,05-19-25,OK,,,,,,05-22-25,UR6060,Stella,05-22-25,OK,,05-27-25,05-28-25,OK,OK ,05-29-25,,,58,,,,,,,,,,,,,
1262,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-19-25,Sn63Pb37,Jacob,05-19-25,OK,,,,,,05-22-25,UR6060,Stella,05-22-25,OK,,05-27-25,05-28-25,OK,OK ,05-29-25,,,58,,"Upon final visual inspection, paddle BA shows a slight crease or crinkle in the contacts area; especially on the back side.  Superficial damage, so still passes.  5/29/2025 DC.",,,,,,,,,,,
1263,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC440_1,05-20-25,Sn63Pb37,Jacob,05-20-25,OK,,,,,,05-22-25,UR6060,Stella,05-23-25,OK,,05-27-25,05-28-25,OK,OK ,05-29-25,,,58,,,,,,,,,,,,,
1264,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-22-25,Sn63Pb37,Megha,05-22-25,OK,,,,,,05-23-25,UR6060,Stella,05-23-25,OK,,05-27-25,05-28-25,OK,OK ,05-29-25,,,58,,,,,,,,,,,,,
1265,,03-26-25,2.3 R1_G2,36,L222105,0.330,04-02-25,Doug,04-03-25,Doug/Caleb,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,Discovered that BA and BB branch labels were swapped during wire cutting by someone nameless; Doug Callahan (and soldered incorrectly as a result)  Placed on unusable shelf.  5/22/2025 DC.,,,,,,,,,,,
1266,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-23-25,Sn63Pb37,Megha,05-23-25,OK,,,,,,05-27-25,UR6060,Stella,05-28-25,OK,,05-28-25,05-29-25,OK,OK,05-29-25,,,58,,,,,,,,,,,,,
1267,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-23-25,Sn63Pb37,Stella,05-23-25,OK,,,,,,05-23-25,UR6060,Stella,05-23-25,OK,,05-27-25,05-28-25,OK,OK ,05-29-25,,,58,,,,,,,,,,,,,
1268,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-27-25,Sn63Pb37,Megha,05-27-25,OK,,,,,,05-27-25,UR6060,Stella,05-28-25,OK,,05-28-25,05-29-25,OK,OK,05-29-25,,,58,,,,,,,,,,,,,
1269,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-27-25,Sn63Pb37,Stella,05-27-25,OK,,,,,,05-27-25,UR6060,Stella,05-28-25,OK,,05-28-25,05-29-25,OK,OK,05-29-25,,,58,,,,,,,,,,,,,
1270,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-27-25,Sn63Pb37,Megha,05-27-25,OK,,,,,,05-29-25,UR6060,Megha,05-29-25,OK,,05-29-25,05-30-25,OK,OK,05-30-25,,,58,,,,,,,,,,,,,
1271,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5 / _6,05-29-25,Sn63Pb37,Megha,05-29-25,OK,,,,,,06-02-25,UR6060,Jacob,06-02-25,OK,,06-03-25,06-03-25,OK ,OK ,06-03-25,,,58,,,,,,,,,,,,,
1272,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-28-25,Sn63Pb37,Stella,05-28-25,OK,,,,,,05-29-25,UR6060,Megha,05-29-25,OK,,05-29-25,05-30-25,OK,OK,05-30-25,,,58,,,,,,,,,,,,,
1273,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-28-25,Sn63Pb37,Jacob,05-28-25,OK,,,,,,05-29-25,UR6060,Megha,05-29-25,OK,,05-29-25,05-30-25,OK,OK,05-30-25,,,58,,,,,,,,,,,,,
1274,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5,05-28-25,Sn63Pb37,Stella,05-28-25,OK,,,,,,05-29-25,UR6060,Megha,05-29-25,OK,,05-29-25,05-30-25,OK,OK,05-30-25,,,58,,"During visual inspection, noticed that one wire on BB branch has extra slack and doesn't stay bunched with the others between paddleboard and first lashing. -JDF 5/30/2025",,,,,,,,,,,
1275,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_6,05-29-25,Sn63Pb37,Megha,05-29-25,OK,,,,,,06-02-25,UR6060,Jacob,06-02-25,OK,,06-03-25,06-03-25,OK,OK,06-03-25,,,58,,,,,,,,,,,,,
1276,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_5 / _6,05-29-25,Sn63Pb37,Stella,05-29-25,OK,,,,,,06-02-25,UR6060,Jacob,06-02-25,OK,,06-03-25,06-03-25,OK,OK,06-03-25,,,58,,,,,,,,,,,,,
1277,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_6,06-03-25,Sn63Pb37,Stella,06-03-25,OK,,,,,,06-03-25,UR6060,Megha,06-03-25,OK,,06-04-25,06-05-25,OK,OK,06-05-25,,,59,,,,,,,,,,,,,
1278,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_6,05-29-25,Sn63Pb37,Jacob,05-29-25,OK,,,,,,06-02-25,UR6060,Jacob,06-02-25,OK,,06-03-25,06-03-25,OK,OK,06-03-25,,,58,,,,,,,,,,,,,
1279,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_6,05-30-25,Sn63Pb37,Megha,05-30-25,Ok,,,,,,06-02-25,UR6060,Jacob,06-02-25,OK,,06-03-25,06-03-25,OK,OK,06-03-25,,,58,,,,,,,,,,,,,
1280,,04-02-25,2.3 R1_G2,36,L222105,0.330,04-07-25,Doug,04-08-25,Doug/Caleb,W50336ASC426_4,W50336ASC427_6,05-30-25,Sn63Pb37,Megha,05-30-25,OK,,,,,,06-02-25,UR6060,Jacob,06-02-25,OK,,06-03-25,06-03-25,OK,OK,06-03-25,,,58,,,,,,,,,,,,,
